Neighborhood,MSSubClass,Exterior1st,Exterior2nd,SaleType,MSZoning,SalePrice,Id,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,KitchenQual_MISSING
8,12,10,10,7,5,125000,229,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17,15,13,15,7,5,192500,230,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,8,6,7,5,148000,231,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25,16,13,15,7,5,403000,232,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,10,10,10,7,3,94500,233,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,12,10,10,7,5,128200,234,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15,16,13,15,7,5,216500,235,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,10,10,10,7,3,89500,236,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,12,13,15,7,5,185500,237,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14,16,10,10,7,5,194500,238,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,12,13,15,9,5,318000,239,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,6,13,15,7,5,113000,240,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,12,13,15,7,6,262500,241,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,3,13,15,7,3,110500,242,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5,6,7,4,7,3,79000,243,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14,10,12,12,7,5,120000,244,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14,16,13,15,7,5,205000,245,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16,12,7,4,7,5,241500,246,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5,5,5,3,7,3,137000,247,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
11,12,7,11,7,5,140000,248,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,16,13,15,7,5,180000,249,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19,6,7,10,7,5,277000,250,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,3,7,12,7,5,76500,251,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,15,13,15,7,3,235000,252,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14,16,13,15,7,5,173000,253,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,14,10,10,8,5,158000,254,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,8,6,7,5,145000,255,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15,16,13,15,7,5,230000,256,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,16,13,15,7,6,207500,257,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,12,13,15,7,5,220000,258,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,16,13,15,7,5,231500,259,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,12,11,11,7,3,97000,260,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
11,14,7,4,7,5,176000,261,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,16,14,16,9,5,276000,262,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8,14,10,12,7,5,151000,263,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,6,7,4,7,3,130000,264,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,3,7,4,7,3,73000,265,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16,12,8,6,7,5,175500,266,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15,16,13,15,7,5,185000,267,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10,13,7,4,7,5,179500,268,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,13,15,7,3,120500,269,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,12,10,10,7,5,148000,270,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,16,13,15,9,6,266000,271,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
19,12,12,12,7,5,241500,272,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,16,13,15,7,5,290000,273,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,7,4,7,5,139000,274,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13,12,10,14,7,5,124500,275,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,6,7,4,7,5,205000,276,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13,12,13,15,7,5,201000,277,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,12,13,15,7,5,141000,278,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,12,14,16,9,5,415298,279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19,16,12,12,7,5,192000,280,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,16,12,12,7,5,228500,281,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22,12,13,15,9,6,185000,282,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
26,15,13,15,6,5,207500,283,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,12,13,15,9,5,244600,284,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
14,15,12,14,7,5,179200,285,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
22,10,8,6,9,6,164700,286,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11,6,7,4,7,5,159000,287,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,12,10,10,7,5,88000,288,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8,12,8,6,7,5,122000,289,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,11,7,4,7,5,153575,290,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,16,13,15,9,5,233230,291,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10,5,13,15,7,5,135900,292,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,6,7,4,7,5,131000,293,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16,16,12,12,7,5,235000,294,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11,12,10,10,7,5,167000,295,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13,14,10,10,7,5,142500,296,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,6,7,4,7,3,152000,297,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,16,13,15,7,6,239000,298,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16,16,10,7,7,5,175000,299,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20,12,10,10,7,5,158500,300,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,5,8,6,7,5,157000,301,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,16,13,15,7,5,267000,302,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,12,13,15,7,5,205000,303,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,12,13,15,7,5,149900,304,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5,13,14,16,7,3,295000,305,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,12,14,16,7,5,305900,306,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14,16,10,12,7,5,225000,307,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,6,8,6,7,3,89500,308,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6,3,13,15,7,5,82500,309,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,12,13,15,7,5,360000,310,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,16,10,10,7,5,165600,311,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
11,12,13,15,7,5,132000,312,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,8,6,7,3,119900,313,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23,12,11,11,7,5,375000,314,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,11,7,4,7,3,178000,315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,16,13,15,7,5,188500,316,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16,16,14,16,7,5,260000,317,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,16,13,15,7,6,270000,318,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25,16,10,10,7,5,260000,319,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16,14,12,12,7,5,187500,320,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26,16,13,15,9,5,342643,321,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26,16,13,15,7,5,354000,322,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14,16,12,12,7,5,301000,323,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,12,13,15,7,3,126175,324,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,14,7,4,7,5,242000,325,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,8,6,7,3,87000,326,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21,15,11,11,10,5,324000,327,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,7,4,7,5,145250,328,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,13,7,5,7,5,214500,329,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,11,7,5,7,3,78000,330,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
11,7,10,10,7,5,119000,331,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,12,7,4,7,5,139000,332,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26,12,13,15,7,5,284000,333,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,15,13,15,7,3,207000,334,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,16,13,15,7,5,192000,335,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
23,5,12,12,7,5,228950,336,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,12,13,15,7,5,377426,337,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,12,13,15,7,5,214000,338,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16,12,7,4,7,5,202500,339,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,7,4,7,5,155000,340,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23,16,13,15,7,5,202900,341,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14,12,7,3,7,4,82000,342,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11,7,9,8,7,5,87500,343,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
26,15,8,6,7,5,266000,344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,10,14,16,7,3,85000,345,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,6,8,6,7,5,140200,346,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11,12,8,6,7,5,151500,347,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,12,7,4,7,5,157500,348,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,10,13,5,7,5,154000,349,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,16,14,16,9,5,437154,350,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26,15,8,6,9,5,318061,351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19,15,7,4,7,5,190000,352,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,6,13,15,6,5,95000,353,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,3,13,15,7,3,105900,354,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10,6,7,6,7,5,140000,355,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,12,13,15,7,5,177500,356,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,12,10,10,7,5,173000,357,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2,15,14,16,7,3,134000,358,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
19,14,7,14,7,5,130000,359,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,16,13,15,7,5,280000,360,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13,8,13,15,7,5,156000,361,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,6,8,6,7,5,145000,362,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,8,10,10,5,5,198500,363,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,10,10,10,7,3,118000,364,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16,16,10,10,7,5,190000,365,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
3,11,13,15,7,3,147000,366,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11,12,12,12,7,5,159000,367,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11,14,12,12,7,5,165000,368,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11,12,10,10,7,5,132000,369,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
11,12,7,4,7,5,162000,370,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,16,13,15,7,5,172400,371,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19,6,6,12,7,5,134432,372,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14,15,12,12,7,5,125000,373,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,12,8,6,7,5,123000,374,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
18,16,13,15,7,5,219500,375,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,3,7,4,7,5,61000,376,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18,8,13,15,7,5,148000,377,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,16,14,16,7,6,340000,378,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24,12,13,15,9,5,394432,379,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15,16,13,15,7,5,179000,380,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10,6,11,4,7,5,127000,381,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,12,13,15,9,6,187750,382,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18,16,13,15,7,5,213500,383,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14,4,7,4,7,4,76000,384,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19,16,10,10,7,5,240000,385,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17,15,13,15,7,5,192000,386,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,6,7,15,7,5,81000,387,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6,14,8,6,7,5,125000,388,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,12,13,15,7,5,191000,389,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,16,13,15,9,5,426000,390,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,6,8,6,7,5,119000,391,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,16,13,15,7,5,215000,392,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,12,8,6,7,5,106500,393,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
7,3,6,5,7,5,100000,394,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,6,8,6,7,5,109000,395,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,12,7,4,7,5,129000,396,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,12,8,6,7,5,123000,397,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,16,13,15,7,5,169500,398,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,3,8,6,7,3,67000,399,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,16,14,16,7,6,241000,400,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21,15,11,11,7,5,245500,401,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,12,13,15,9,5,164990,402,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8,3,7,4,7,5,108000,403,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25,16,13,15,7,5,258000,404,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
15,16,8,6,7,5,168000,405,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
8,12,12,12,7,5,150000,406,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,6,8,6,7,5,115000,407,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,11,7,12,7,5,177000,408,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,16,13,15,9,5,280000,409,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
22,16,13,15,9,6,339750,410,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,12,2,9,4,5,60000,411,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,5,7,4,7,5,145000,412,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,12,8,6,9,6,222000,413,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,3,6,5,7,3,115000,414,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14,16,13,15,7,5,228000,415,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,12,13,15,9,5,181134,416,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8,16,10,10,7,5,149500,417,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20,11,7,8,7,5,239000,418,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6,6,8,6,7,5,126000,419,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11,12,13,15,7,5,142000,420,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,7,13,15,7,3,206300,421,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16,12,14,16,7,5,215000,422,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13,12,10,10,7,5,113000,423,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,16,13,15,7,5,315000,424,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
11,12,7,4,7,5,139000,425,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5,16,10,10,7,3,135000,426,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14,14,7,4,7,5,275000,427,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
11,12,8,6,7,5,109008,428,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,12,13,15,9,5,195400,429,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23,12,10,10,7,5,175000,430,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4,10,10,10,4,3,85400,431,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,6,8,6,5,3,79900,432,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,10,10,10,7,3,122500,433,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,16,13,15,7,5,181000,434,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,14,16,7,3,81000,435,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18,16,13,15,6,5,212000,436,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,6,9,8,7,3,116000,437,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,4,7,4,7,3,119000,438,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
20,3,6,8,7,5,90350,439,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
6,6,7,4,3,5,110000,440,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26,12,13,15,7,5,555000,441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,7,13,15,7,5,118000,442,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,6,8,6,7,3,162900,443,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
17,15,6,5,9,5,172500,444,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18,16,13,15,7,5,210000,445,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,12,7,4,4,5,127500,446,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11,12,11,12,7,5,190000,447,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,16,13,15,7,5,199900,448,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3,6,8,6,7,3,119500,449,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,6,8,6,7,3,120000,450,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,3,7,4,7,3,110000,451,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,12,12,12,7,5,280000,452,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23,16,13,15,7,5,204000,453,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,16,13,15,7,6,210000,454,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13,7,12,12,7,5,188000,455,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16,12,10,10,7,5,175500,456,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5,11,5,3,4,3,98000,457,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,12,12,12,7,5,256000,458,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,11,9,5,7,3,161000,459,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7,6,8,6,7,5,110000,460,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
